student_id,name,listening,reading,writing,speaking,target_overall,study_hours_per_week
776,Dương Thị Hải,6.0,8.0,3.5,3.5,5.5,16
777,Ngô Công Phát,5.0,6.5,8.0,6.0,8.0,14
778,Lý Hữu Hương,6.0,6.0,7.5,3.5,6.5,26
779,Đỗ Minh Hương,5.0,7.0,6.5,7.5,8.5,11
780,Huỳnh Đức Linh,4.5,9.0,6.0,5.5,6.0,27
781,Lý Đức Phát,7.5,5.5,4.0,3.5,5.5,24
782,Lê Đức Trang,4.5,5.0,6.0,6.5,8.5,6
783,Hồ Ngọc Thành,7.5,3.5,3.0,4.5,6.0,15
784,Lê Quốc Bảo,5.0,7.0,8.0,7.5,8.5,26
785,Vũ Văn Dũng,7.0,8.0,3.5,4.0,6.5,8
786,Huỳnh Hữu Phong,6.5,6.5,7.0,5.0,8.5,11
787,Phan Đức Hùng,4.5,5.0,4.0,4.5,5.5,21
788,Nguyễn Thị Linh,5.5,4.5,7.0,4.0,6.5,16
789,Phạm Hữu Dũng,4.5,7.0,7.0,3.5,6.5,18
790,Dương Đức Lan,6.0,6.5,4.5,6.5,6.0,27
791,Đỗ Đức Tuấn,4.5,8.5,7.0,3.5,7.0,21
792,Phan Ngọc Bảo,7.0,6.5,4.0,4.5,7.5,30
793,Võ Thanh Phong,5.0,6.5,7.5,5.0,6.0,23
794,Đặng Minh Thành,9.0,7.0,7.0,5.5,8.0,23
795,Ngô Ngọc Tuấn,6.0,4.5,8.0,7.0,6.5,16
796,Võ Đức Phát,4.5,7.5,3.5,3.0,6.0,26
797,Hoàng Quốc Bảo,3.5,5.0,6.5,5.5,6.0,11
798,Vũ Công Bảo,8.5,5.0,6.0,3.0,7.0,28
799,Vũ Văn Tuấn,6.0,5.0,4.5,6.0,6.0,6
800,Ngô Đức Hải,7.0,3.5,6.0,4.0,8.0,7
801,Nguyễn Hữu Mai,8.5,4.5,7.0,6.0,7.5,25
802,Phạm Thị Phong,4.0,5.5,6.0,4.0,8.0,5
803,Phan Văn Trang,5.0,6.5,5.0,3.5,7.0,30
804,Lý Đức Lan,8.5,7.5,5.0,3.5,5.5,12
805,Phan Tấn Tuấn,5.0,7.5,6.0,8.0,8.0,19
806,Vũ Đức Lan,4.0,8.5,5.5,3.5,6.0,17
807,Vũ Ngọc Lan,4.5,7.5,7.0,7.0,8.5,27
808,Nguyễn Hữu Dũng,7.0,5.0,3.5,4.0,7.5,10
809,Trần Ngọc Linh,3.5,5.0,5.5,5.5,8.5,28
810,Phạm Khánh Lan,7.0,5.5,4.0,7.0,8.5,30
811,Hồ Công Tú,5.5,4.5,4.0,8.0,6.5,22
812,Bùi Thị Hải,7.0,5.0,8.0,5.5,6.5,18
813,Nguyễn Đức Trang,5.5,6.5,7.5,3.0,7.5,29
814,Ngô Khánh Hùng,9.0,7.5,7.5,7.5,7.5,15
815,Bùi Văn Tú,5.0,8.5,7.5,8.0,7.0,18
816,Lý Đức Mai,3.5,4.5,6.0,5.0,5.5,12
817,Trần Tấn Nam,3.5,7.0,7.5,4.0,7.5,6
818,Vũ Văn Thành,7.0,8.0,5.5,4.5,7.0,30
819,Ngô Hữu Hải,4.0,4.5,8.0,6.0,6.5,20
820,Ngô Thị Linh,8.0,6.0,3.0,6.0,5.5,25
821,Trần Minh Bảo,5.5,4.5,5.5,6.5,7.0,6
822,Dương Đức Phát,8.0,5.5,3.0,4.0,6.0,16
823,Lê Văn Thành,8.0,8.5,4.5,7.0,8.0,22
824,Nguyễn Văn Nam,4.0,5.0,7.0,3.0,5.5,27
825,Ngô Minh Linh,5.0,4.0,5.5,3.5,8.5,9
826,Võ Hoàng Hùng,7.0,8.0,3.0,5.0,7.0,10
827,Lý Tấn Phong,5.0,9.0,6.5,8.0,5.5,11
828,Phan Khánh Linh,8.0,6.0,7.0,7.5,6.5,19
829,Hoàng Đức Thành,7.5,6.0,5.5,5.5,8.5,24
830,Trần Thanh Tú,7.0,9.0,7.0,4.0,8.0,20
831,Võ Công Phong,8.5,5.0,6.0,8.0,6.5,14
832,Phan Minh Tú,5.5,8.0,7.5,3.0,8.5,27
833,Đặng Tấn Nam,6.0,6.5,4.0,4.5,5.5,6
834,Đỗ Quốc Anh,7.0,7.0,6.0,7.5,7.5,10
835,Hoàng Hữu Bảo,5.0,8.5,6.5,7.0,5.5,14
836,Lê Hoàng Phát,3.5,8.5,6.0,7.5,6.0,22
837,Lý Tấn Thành,8.5,4.0,5.5,4.0,8.5,29
838,Trần Hoàng Bảo,7.0,8.5,6.0,7.5,7.0,28
839,Vũ Thị Bảo,7.0,7.0,7.5,6.5,8.0,30
840,Phạm Công Nam,7.5,3.5,3.5,3.0,7.0,29
841,Đỗ Hữu Nam,7.0,8.5,7.5,5.0,8.5,6
842,Hoàng Minh Mai,5.0,7.0,6.0,5.5,8.0,21
843,Vũ Tấn Tuấn,5.0,6.0,4.5,5.5,7.5,23
844,Hoàng Đức Lan,4.0,9.0,8.0,8.0,7.0,23
845,Phạm Hữu Tuấn,4.5,7.0,3.5,6.0,5.5,7
846,Hoàng Văn Linh,8.5,5.0,3.5,8.0,7.0,6
847,Đặng Tấn Hùng,7.0,4.5,4.0,7.5,7.5,24
848,Phạm Văn Phong,7.0,3.5,3.0,5.0,8.0,15
849,Hoàng Tấn Phát,4.5,9.0,3.5,3.5,6.0,22
850,Nguyễn Hoàng Bảo,6.0,4.0,5.0,7.5,6.5,25
851,Võ Ngọc Thành,4.0,7.0,6.5,7.5,7.5,25
852,Ngô Thị Trang,4.0,3.5,5.5,5.5,6.5,15
853,Lê Tấn Hải,5.0,5.0,3.0,6.0,6.0,14
854,Vũ Hoàng Dũng,9.0,5.5,6.0,8.0,7.0,10
855,Lê Công Mai,9.0,8.0,3.0,4.5,7.0,14
856,Võ Ngọc Hùng,8.0,3.5,7.0,3.5,7.5,21
857,Đỗ Hoàng Tuấn,3.5,7.0,7.5,5.5,7.0,25
858,Đặng Quốc Hải,8.0,7.5,6.5,6.0,8.5,6
859,Lê Thanh Hải,7.5,8.5,4.5,6.0,7.0,25
860,Ngô Thanh Dũng,5.0,4.0,6.0,3.5,7.0,27
861,Lý Minh Linh,5.5,3.5,6.0,4.0,7.5,11
862,Hồ Đức Anh,3.5,4.5,3.0,6.5,8.0,12
863,Vũ Ngọc Phong,8.5,5.5,4.5,3.5,6.0,15
864,Võ Hữu Thành,3.5,5.0,5.0,5.5,8.5,19
865,Dương Văn Hùng,7.5,8.5,6.5,6.0,6.0,27
866,Võ Hoàng Hương,5.5,4.0,5.0,8.0,6.5,28
867,Hồ Thanh Nam,6.0,6.0,6.0,4.0,8.0,7
868,Võ Thị Mai,6.0,6.5,4.0,4.5,8.5,13
869,Hồ Hoàng Tuấn,8.0,6.0,8.0,7.0,6.5,29
870,Nguyễn Tấn Hương,7.5,9.0,3.5,5.5,6.5,25
871,Hồ Quốc Trang,9.0,7.0,3.5,5.5,8.5,6
872,Vũ Khánh Trang,5.5,4.0,3.5,7.0,8.5,15
873,Đỗ Quốc Nam,4.0,6.5,5.5,6.0,7.0,9
874,Nguyễn Văn Tú,5.5,4.5,8.0,5.5,6.0,15
875,Hồ Đức Hương,3.5,9.0,6.0,4.5,8.0,18
876,Đặng Công Anh,9.0,5.0,3.0,3.5,6.0,18
877,Võ Hoàng Hương,6.0,4.5,7.0,7.5,8.5,19
878,Nguyễn Công Tú,4.0,7.0,4.5,7.0,7.0,10
879,Lê Hoàng Linh,7.5,4.0,6.5,7.5,7.5,9
880,Ngô Thị Lan,4.0,9.0,4.5,6.5,7.0,24
881,Hoàng Khánh Linh,4.5,3.5,8.0,7.5,7.0,25
882,Phạm Minh Tú,7.0,8.5,6.0,3.5,6.5,13
883,Lê Quốc Dũng,8.5,9.0,8.0,8.0,7.0,5
884,Hồ Thị Tú,5.0,7.5,3.0,4.0,7.5,24
885,Võ Đức Anh,6.5,8.0,7.0,3.0,5.5,23
886,Đặng Tấn Bảo,8.0,7.5,4.0,8.0,6.5,7
887,Hoàng Quốc Hùng,6.0,8.0,4.5,4.0,8.5,9
888,Phan Quốc Phong,5.5,9.0,7.0,7.5,6.0,20
889,Dương Hoàng Tú,3.5,5.5,3.0,3.5,7.0,28
890,Phạm Tấn Hải,8.5,9.0,6.0,7.0,7.0,12
891,Vũ Khánh Hương,5.0,7.0,6.5,8.0,7.0,17
892,Huỳnh Thị Linh,5.0,7.0,4.5,3.0,7.0,22
893,Hồ Khánh Phong,4.0,6.0,5.5,7.0,8.5,11
894,Nguyễn Hữu Mai,8.0,3.5,5.0,6.0,8.0,17
895,Lê Ngọc Anh,3.5,4.0,3.0,3.0,6.5,8
896,Trần Quốc Mai,9.0,8.0,3.0,5.0,7.0,28
897,Đỗ Thanh Hùng,8.5,9.0,8.0,7.0,6.5,18
898,Lý Quốc Hùng,4.0,5.5,7.5,6.0,7.5,19
899,Phan Công Bảo,8.0,6.0,6.5,5.5,7.0,20
900,Hoàng Tấn Bảo,4.0,5.0,5.0,5.5,7.5,7
901,Trần Minh Phát,6.5,8.5,4.5,6.5,6.0,25
902,Hồ Công Dũng,5.5,8.5,8.0,5.0,8.0,23
903,Đặng Ngọc Phát,5.0,4.0,7.0,5.5,8.5,28
904,Nguyễn Hữu Hải,5.0,3.5,6.0,3.5,6.5,22
905,Hồ Văn Phát,8.0,5.0,6.5,5.5,6.0,16
906,Trần Tấn Nam,6.0,7.0,8.0,6.0,7.5,16
907,Vũ Hữu Hương,3.5,4.5,4.5,7.5,6.0,23
908,Hoàng Quốc Bảo,8.5,7.0,5.5,7.0,7.0,11
909,Hoàng Ngọc Nam,8.0,8.0,3.5,7.5,8.0,8
910,Lý Thanh Anh,6.0,9.0,7.5,4.0,6.5,27
911,Võ Đức Hùng,5.5,7.0,5.5,7.0,7.5,24
912,Hoàng Hữu Hải,9.0,4.0,7.5,4.5,6.0,12
913,Hoàng Tấn Mai,5.0,6.0,6.0,7.5,6.0,29
914,Lê Hoàng Bảo,6.0,7.0,6.0,6.5,8.0,20
915,Đỗ Văn Phát,6.0,6.5,3.0,7.0,5.5,23
916,Phan Quốc Nam,8.0,7.0,5.0,5.0,7.5,28
917,Bùi Đức Linh,8.5,8.0,7.5,5.5,8.5,16
918,Trần Quốc Phát,3.5,8.5,6.5,3.0,7.5,20
919,Đỗ Hoàng Tú,7.0,7.5,6.5,4.5,6.0,14
920,Vũ Khánh Lan,7.5,8.5,7.5,6.5,6.5,17
921,Phạm Văn Nam,5.0,8.5,3.0,6.0,8.5,16
922,Dương Thanh Nam,6.0,9.0,4.0,7.5,6.5,16
923,Lý Khánh Mai,6.0,8.0,5.5,4.0,6.5,19
924,Bùi Hữu Hùng,4.5,4.0,3.0,4.5,8.5,29
925,Vũ Ngọc Dũng,8.0,5.0,6.0,4.0,6.0,11
926,Lê Công Phát,3.5,4.5,5.0,5.5,8.0,19
927,Hoàng Thanh Trang,7.0,6.0,3.5,5.0,8.0,11
928,Hoàng Thị Trang,6.5,8.5,3.0,6.0,8.5,6
929,Huỳnh Khánh Hùng,6.5,5.0,6.0,5.0,5.5,23
930,Phạm Đức Anh,7.5,6.0,7.5,7.5,7.5,13
931,Nguyễn Thanh Mai,8.5,4.0,8.0,5.0,6.0,19
932,Hoàng Công Hương,8.0,8.5,7.5,4.0,7.0,24
933,Đỗ Đức Phát,7.0,9.0,7.0,3.5,6.0,23
934,Phạm Thanh Bảo,9.0,7.5,6.0,4.0,5.5,5
935,Hoàng Văn Tú,7.5,7.0,3.0,8.0,5.5,17
936,Phan Hữu Nam,4.5,5.5,3.5,8.0,8.0,25
937,Đỗ Văn Tuấn,4.5,8.5,5.5,8.0,6.0,26
938,Huỳnh Quốc Hùng,5.0,5.5,3.0,6.5,8.5,8
939,Lý Văn Nam,7.0,6.5,5.0,3.5,5.5,22
940,Trần Thị Bảo,8.0,8.0,3.0,4.5,6.5,29
941,Dương Hoàng Tuấn,3.5,4.5,6.5,4.0,6.5,13
942,Dương Thanh Tuấn,5.0,7.0,5.5,5.5,8.0,29
943,Vũ Văn Hùng,5.5,6.0,4.0,4.0,7.5,26
944,Lý Ngọc Hải,9.0,6.5,4.5,5.5,8.5,27
945,Trần Ngọc Hương,5.0,7.5,7.0,6.0,6.0,12
946,Trần Thanh Anh,9.0,7.0,7.5,7.5,8.0,25
947,Huỳnh Khánh Tuấn,8.0,5.0,3.5,7.0,8.5,24
948,Phạm Đức Nam,4.0,9.0,4.0,6.5,7.0,21
949,Bùi Thị Lan,7.5,5.5,5.0,6.5,6.5,19
950,Bùi Quốc Hải,6.5,6.5,7.5,7.5,5.5,18
951,Đặng Công Trang,6.0,6.0,6.0,7.0,6.5,6
952,Vũ Tấn Thành,8.5,8.0,5.0,6.0,5.5,29
953,Huỳnh Hữu Bảo,4.0,5.0,3.5,4.0,7.5,21
954,Ngô Thị Hùng,7.0,7.5,5.0,3.0,7.5,24
955,Phạm Hoàng Lan,8.5,7.5,6.5,3.5,5.5,18
956,Lê Ngọc Anh,4.5,6.5,6.5,5.0,6.5,16
957,Nguyễn Hữu Anh,5.0,6.5,4.0,3.0,6.5,28
958,Dương Ngọc Hương,8.5,7.5,5.5,6.5,5.5,5
959,Hoàng Công Trang,9.0,7.0,7.0,5.5,5.5,17
960,Lê Hoàng Dũng,3.5,6.5,4.5,5.0,7.5,7
961,Phạm Thanh Hương,7.0,9.0,4.0,7.0,7.5,26
962,Vũ Văn Hương,9.0,7.0,7.0,6.0,7.5,20
963,Phan Quốc Hải,3.5,9.0,6.0,3.5,6.5,25
964,Phạm Tấn Hương,7.5,8.5,7.0,6.5,6.5,25
965,Vũ Hữu Linh,4.0,4.0,8.0,5.5,6.5,30
966,Dương Ngọc Nam,9.0,4.0,3.0,8.0,6.0,23
967,Lý Thị Nam,8.0,8.5,3.0,6.0,5.5,18
968,Phan Hoàng Trang,7.0,3.5,5.5,4.5,8.5,28
969,Bùi Minh Trang,7.0,5.5,4.5,3.0,5.5,7
970,Phạm Tấn Dũng,8.5,3.5,3.5,6.5,7.0,14
971,Hoàng Đức Hùng,8.5,3.5,3.5,7.5,7.0,17
972,Dương Quốc Anh,5.5,8.5,7.0,7.0,8.5,14
973,Võ Tấn Hương,7.0,6.0,6.0,3.5,6.5,20
974,Hồ Hữu Hùng,5.5,5.5,6.0,7.5,8.0,24
975,Phạm Minh Dũng,5.5,9.0,4.5,7.0,7.0,7
976,Hoàng Hoàng Tuấn,4.5,6.5,8.0,3.0,6.5,16
977,Võ Thanh Mai,5.5,6.0,3.0,7.0,7.5,21
978,Dương Quốc Linh,7.0,7.0,3.0,4.0,5.5,19
979,Huỳnh Hữu Trang,5.0,8.5,3.5,7.5,8.5,19
980,Phạm Văn Thành,5.0,8.5,6.5,5.0,5.5,26
981,Trần Công Dũng,6.0,4.0,7.5,5.0,5.5,17
982,Nguyễn Hoàng Bảo,4.0,9.0,6.0,5.5,6.0,6
983,Lê Văn Hương,4.5,8.5,5.5,4.0,8.0,14
984,Phan Thanh Linh,7.5,5.5,6.5,6.0,7.5,7
985,Lê Tấn Mai,4.5,4.5,5.0,4.0,7.0,19
986,Vũ Khánh Anh,5.0,5.5,5.5,5.5,5.5,5
987,Vũ Đức Hùng,7.0,7.0,5.0,8.0,6.5,21
988,Bùi Quốc Phong,4.0,8.0,7.5,3.0,7.0,7
989,Dương Tấn Lan,4.0,7.0,7.5,3.0,6.0,15
990,Đỗ Đức Phát,8.5,3.5,6.0,3.0,5.5,24
991,Lý Hoàng Mai,3.5,4.5,3.5,7.5,7.0,29
992,Ngô Văn Phong,4.0,5.0,8.0,3.5,6.5,25
993,Bùi Thanh Phong,3.5,5.0,7.0,5.5,7.0,29
994,Vũ Thanh Bảo,8.0,6.0,3.0,8.0,8.5,17
995,Nguyễn Hữu Hương,8.0,4.5,7.5,3.5,6.5,26
996,Vũ Ngọc Dũng,6.0,6.5,7.5,5.5,8.5,22
997,Hồ Đức Hải,6.0,5.0,6.0,7.5,8.5,23
998,Lý Minh Hùng,8.0,3.5,4.5,7.5,7.5,18
999,Bùi Thị Tú,8.5,3.5,3.5,3.0,7.0,6
1000,Phan Công Nam,7.0,4.0,5.5,4.0,7.5,15
